text,category
"Trader Joes Everything Bagel Sesame Seasoning Organic Baby Spinach Salad Ref#36854",Groceries & Supermarkets
"City Water Department Sanitation Waste Management Utility Bill Municipal Water Sewage Usage Service Store #34726",Utilities & Bills
"PG&E Pacific Gas Electric Monthly Commercial Gas Electric Bill Clean Energy Solar Power Assessment ₹87297,000",Utilities & Bills
"Datadog Dashboard Users Receipt #28558",Software & Cloud Services
"Disney+ Annual Premium Streaming Subscription Premier Access Movie Rental #INV-41918",Entertainment & Events
"State Farm Insurance Auto Insurance Liability Policy Personal Umbrella Policy Premium Homeowners Policy Premium Invoice Total: $76411.00",Insurance & Financial Fees
"Ahrefs Content Explorer Search Tool Advanced SEO Keyword Research Tool Store #81502",Marketing & Advertising
"CBRE Commercial Commercial Property Management Charge Common Area Maintenance CAM Fee Order #72876",Real Estate & Rent
"LinkedIn Learning Enterprise Skill Training Subscription Store #31469",Education & Subscriptions
"Five Guys Vanilla Milkshake Order #42319",Food & Dining
"Hulu No Ads Streaming Subscription Live TV Bundle Disney+ ESPN+ Addon Premium Channel Access Txn ID: 52574",Entertainment & Events
"Twitter X Ads Follower Growth Campaign Ads Promoted Posts Engagement Campaign Order #13229",Marketing & Advertising
"McDonalds Filet-O-Fish Egg McMuffin Breakfast Qty: 58280",Food & Dining
"Shell Gas Station Convenience Store Snacks V-Power Premium Diesel Unleaded 87 Fueling Store #96184",Travel & Transport
"Docker Docker Hub Team Subscription Txn ID: 67560",Software & Cloud Services
"Semrush Keyword Rank Tracking Subscription Total: $41700.00",Marketing & Advertising
"JLL Jones Lang LaSalle Retail Space Lease Payment Building Operating Expenses Adjustment Order #83595",Real Estate & Rent
"Comcast Xfinity Xfinity TV Station Public Cable Business Broadband Internet 500Mbps Receipt #69457",Utilities & Bills
"Walgreens Claritin 24-Hour Allergy Relief First Aid Kit Emergency Supplies Total: $83578.00",Healthcare & Pharmacy
"Lyft Standard Passenger Ride Lyft Shared Transit Ref#11482",Travel & Transport
"Deloitte Management Consulting Retainer Corporate Tax Compliance Advisory Financial Audit Accounting Services Total: $92599.00",Professional & Legal Services
"Delta Air Lines Checked Baggage Fee Txn ID: 68038",Travel & Transport
"TikTok Ads TopView Takeover Ad Campaign In-Feed Video Ad Impressions Spark Ads Creator Promotion Store #54479",Marketing & Advertising
"Hulu No Ads Streaming Subscription Live TV Bundle Disney+ ESPN+ Addon Premium Channel Access ₹97460,000",Entertainment & Events
"Comcast Business VoIP Business Voice Lines 5 Seats Static IP Address Subnet Total: $14942.00",Telecommunications & Internet
"HubSpot Sales CRM Enterprise Subscription #INV-49357",Marketing & Advertising
"Sears Auto Center Wheel Alignment 4-Wheel Precision Transmission Fluid Service Flush A/C Recharge System Refrigerant Order #98497",Maintenance & Repairs
"Sweetgreen Kale Caesar Salad Ref#45868",Food & Dining
"Figma Organization Design System #INV-41508",Software & Cloud Services
"LinkedIn Ads InMail Sponsored Messaging Sponsored Content B2B Campaign Text Ads Lead Gen Form Submissions Receipt #29292",Marketing & Advertising
"Verizon Fios Digital Home Phone Line 1000Mbps Fiber Internet Service Fios TV Ultimate HD Channel Package ₹99808,000",Telecommunications & Internet
"Ahrefs Content Explorer Search Tool Site Explorer Domain Rating Tracker Total: $24348.00",Marketing & Advertising
"Meta Facebook Ads Audience Network Conversions Instagram Sponsored Post Campaign Qty: 31419",Marketing & Advertising
"Geico Insurance Monthly Vehicle Policy Renewal #INV-5977",Insurance & Financial Fees
"State Farm Insurance Auto Insurance Liability Policy Ref#52247",Insurance & Financial Fees
"Office Depot Cross-Cut Paper Shredder High Yield Ink Cartridge Black Manila File Folders 100 Pack Qty: 33574",Office Supplies & Equipment
"AT&T Fiber Static IP Address Block Monthly ₹79448,000",Telecommunications & Internet
"CVS Pharmacy Adhesive Bandages 100 Pack Neosporin Antibiotic Ointment Tube Ref#38451",Healthcare & Pharmacy
"AMC Theatres IMAX Cinema Ticket Pass Ref#74265",Entertainment & Events
"Harvard Business Review Executive Leadership Magazine HBR Digital Subscription Annual Case Study PDF Download License Store #69574",Education & Subscriptions
"Discount Tire Tire Pressure Sensor TPMS Replacement Michelin Defender All-Season Tire 4 Pack #INV-4322",Maintenance & Repairs
"Target Sharpie Permanent Markers Fine Point Desk Organizer Wire Mesh Avery Printable Mailing Labels Total: $14419.00",Office Supplies & Equipment
"CDW Cisco Catalyst Managed Switch 24 Port Samsung 1TB NVMe M.2 SSD Lenovo ThinkPad Docking Station Txn ID: 56521",Office Supplies & Equipment
"Southwest Airlines Business Select Seat Total: $67970.00",Travel & Transport
"City Water Department Municipal Water Sewage Usage Service Sanitation Waste Management Utility Bill Commercial Water Meter Consumption Total: $72120.00",Utilities & Bills
"Whole Foods Market Extra Virgin Olive Oil Bottle Total: $95104.00",Groceries & Supermarkets
"Home Depot DeWalt 20V Max Cordless Drill Kit Total: $73103.00",Maintenance & Repairs
"DocuSign Envelope Quota Extension Pack Qty: 48463",Professional & Legal Services
"Kroger Supermarket Shredded Cheddar Cheese 16oz Qty: 80701",Groceries & Supermarkets
"Verizon Fios Digital Home Phone Line Fios TV Ultimate HD Channel Package Ref#58977",Telecommunications & Internet
"Hulu No Ads Streaming Subscription Total: $29541.00",Entertainment & Events
"Spotify Premium Individual Monthly Subscription ₹12312,000",Entertainment & Events
"Harvard Business Review Case Study PDF Download License HBR Digital Subscription Annual Total: $85578.00",Education & Subscriptions
"Udemy AWS Solutions Architect Certification Course Online Video Course Purchase Python Data Science Masterclass Receipt #51356",Education & Subscriptions
"Comcast Business Static IP Address Subnet Business Internet 1 Gig Line Order #85900",Telecommunications & Internet
"LegalZoom Registered Agent Annual Service Ref#27539",Professional & Legal Services
"Mayo Clinic Cardiology Electrocardiogram ECG Test MRI Diagnostic Brain Imaging Scan Order #947",Healthcare & Pharmacy
"Quest Diagnostics Comprehensive Metabolic Panel Bloodwork Store #17697",Healthcare & Pharmacy
"Duke Energy Industrial Power Transformer Account Commercial Electric Energy Usage Bill #INV-41049",Utilities & Bills
"Meta Facebook Ads Meta Pixel Retargeting Ads Receipt #91811",Marketing & Advertising
"Ace Hardware Plumbers Snake Drain Cleaner WD-40 Multi-Use Lubricant Spray Stanley Measuring Tape 25 Foot ₹5537,000",Maintenance & Repairs
"Udemy Python Data Science Masterclass Online Video Course Purchase Total: $84921.00",Education & Subscriptions
"Alaska Airlines In-flight Meal Pack Nonstop Flight Ticket #INV-36813",Travel & Transport
"Chipotle Mexican Grill Chicken Burrito Bowl Cheese Quesadilla Order #66335",Food & Dining
"Verizon Fios 1000Mbps Fiber Internet Service Fios TV Ultimate HD Channel Package Digital Home Phone Line Ref#10652",Telecommunications & Internet
"Best Buy Anker 65W USB-C Charger Adapter Dell 27 Inch 4K UHD Monitor Logitech MX Master 3S Mouse Store #10120",Office Supplies & Equipment
"Supabase Storage Bucket Bandwidth Transfer Pro Cloud Database Subscription Total: $59796.00",Software & Cloud Services
"Clio Legal Practice Management Software Trust Accounting Compliance Time Tracking Client Billing Portal Receipt #55692",Professional & Legal Services
"Geico Insurance Auto Vehicle Insurance Premium Comprehensive Collision Coverage Order #3470",Insurance & Financial Fees
"HubSpot Marketing Hub Professional Tier Sales CRM Enterprise Subscription CMS Hub Web Hosting Tools Txn ID: 81552",Marketing & Advertising
"Google Workspace Business Plus Email Storage Enterprise Workspace Seats ₹30622,000",Software & Cloud Services
"Udemy Online Video Course Purchase AWS Solutions Architect Certification Course Txn ID: 89011",Education & Subscriptions
"Safeway Supermarket Boneless Skinless Chicken Breast Signature Select Wheat Bread #INV-99298",Groceries & Supermarkets
"Microsoft 365 Azure Cloud DevOps Usage Business Standard License Teams Phone System License Total: $81453.00",Software & Cloud Services
"Costco Wholesale Organic Extra Virgin Olive Oil 2L Rotisserie Chicken Whole Kirkland Signature Paper Towels 12 Roll ₹4770,000",Groceries & Supermarkets
"Walgreens Tylenol Extra Strength Acetaminophen Claritin 24-Hour Allergy Relief Receipt #99187",Healthcare & Pharmacy
"Ticketmaster VIP Reserved Ticket Seat Stadium Sports Game Pass Receipt #97838",Entertainment & Events
"Shake Shack ShackBurger Double Total: $43760.00",Food & Dining
"Hulu No Ads Streaming Subscription Addon Premium Channel Access Live TV Bundle Disney+ ESPN+ Total: $61351.00",Entertainment & Events
"Sentry Session Replay Monitoring Error Tracking Crash Reporting Performance APM Tracing ₹22556,000",Software & Cloud Services
"Mayo Clinic Cardiology Electrocardiogram ECG Test Specialist Consultation Outpatient Visit Orthopedic Physical Therapy Evaluation Total: $73753.00",Healthcare & Pharmacy
"NYC Transit MetroCard Express Bus Single Ride 30-Day Unlimited Subway Pass Refill Fare Transit Total: $84362.00",Travel & Transport
"NYC Transit MetroCard Express Bus Single Ride ₹39590,000",Travel & Transport
"McDonalds 10 Piece Nuggets ₹63779,000",Food & Dining
"Linear Integrations API Access Ref#90185",Software & Cloud Services
"Mailchimp Transactional Email API Credits Standard Email Marketing Plan Store #44463",Marketing & Advertising
"Starbucks Ham Cheese Panini Cold Brew Coffee Avocado Toast Total: $84506.00",Food & Dining
"GoodRx Pharmacy Savings Coupon Benefit Maintenance Medication Annual Supply Qty: 24563",Healthcare & Pharmacy
"Wall Street Journal WSJ Print Weekend Newspaper Delivery Subscription #INV-13537",Education & Subscriptions
"T-Mobile SyncUP Fleet Vehicle Tracking Device Business Unlimited 5G Smartphone Lines Mobile Internet Hotspot Data Line Total: $36844.00",Utilities & Bills
"GoodRx Discounted Prescription Medication Refill Maintenance Medication Annual Supply Total: $18270.00",Healthcare & Pharmacy
"Comcast Business Business Internet 1 Gig Line Txn ID: 93837",Telecommunications & Internet
"Meta Facebook Ads Instagram Sponsored Post Campaign Facebook Feed Lead Generation Ads Audience Network Conversions Total: $93012.00",Marketing & Advertising
"JLL Jones Lang LaSalle Retail Space Lease Payment Commercial Real Estate Rent Invoice Building Operating Expenses Adjustment Qty: 32892",Real Estate & Rent
"JLL Jones Lang LaSalle Building Operating Expenses Adjustment Retail Space Lease Payment Txn ID: 68589",Real Estate & Rent
"Comcast Business Static IP Address Subnet VoIP Business Voice Lines 5 Seats Ref#24374",Telecommunications & Internet
"Lincoln Property Co Tenant Utility Submeter Charge Residential Suite Lease Payment Building Maintenance Fee #INV-20556",Real Estate & Rent
"Netflix Extra Member Slot Fee Standard HD Monthly Subscription Total: $53456.00",Entertainment & Events
"Lincoln Property Co Building Maintenance Fee Tenant Utility Submeter Charge Residential Suite Lease Payment #INV-31157",Real Estate & Rent
"Geico Insurance Monthly Vehicle Policy Renewal Order #92552",Insurance & Financial Fees
"Greystar Real Estate Monthly Apartment Rent Payment Pet Rent Monthly Fee Reserved Parking Space Lease #INV-66908",Real Estate & Rent
"City Medical Clinic Primary Care Physician Consultation Urgent Care Outpatient Visit Co-pay ₹85505,000",Healthcare & Pharmacy
"PlayStation Network In-Game Currency Addon Pack Ref#24909",Entertainment & Events
"Uline Corrugated Cardboard Boxes 12x12x12 #INV-75336",Office Supplies & Equipment
"Cheesecake Factory Factory Burger #INV-51586",Food & Dining
"Costco Wholesale Kirkland Signature Paper Towels 12 Roll Txn ID: 11110",Groceries & Supermarkets
"Harvard Business Review Executive Leadership Magazine Ref#37906",Education & Subscriptions
"Comcast Business VoIP Business Voice Lines 5 Seats Static IP Address Subnet Business Internet 1 Gig Line Ref#67704",Telecommunications & Internet
"State Farm Insurance Auto Insurance Liability Policy Personal Umbrella Policy Premium #INV-53376",Insurance & Financial Fees
"Rocket Lawyer Legal Document Template Access Attorney On-Call Advice Consultation #INV-15860",Professional & Legal Services
"Deloitte Corporate Tax Compliance Advisory Management Consulting Retainer Order #99692",Professional & Legal Services
"Pep Boys Brake Fluid Flush Service ₹50645,000",Maintenance & Repairs
"Alaska Airlines Nonstop Flight Ticket In-flight Meal Pack Total: $94946.00",Travel & Transport
"Costco Wholesale Rotisserie Chicken Whole Qty: 41124",Groceries & Supermarkets
"Texas Roadhouse Rattlesnake Bites Qty: 81174",Food & Dining
"GitHub LFS Large File Storage Total: $44680.00",Software & Cloud Services
"Wal-Mart Pharmacy Omega 3 Fish Oil Concentrated Softgels Receipt #2149",Healthcare & Pharmacy
"Lincoln Property Co Tenant Utility Submeter Charge #INV-40850",Real Estate & Rent
"Live Nation Music Festival Weekend Pass Concert Merchandise Shirt Live Performance Ticket Reservation Total: $89790.00",Entertainment & Events
"Rite Aid Flonase Allergy Relief Nasal Spray Order #77629",Healthcare & Pharmacy
"Target Scotch Magic Tape 3 Rolls #INV-90045",Office Supplies & Equipment
"TikTok Ads TopView Takeover Ad Campaign Spark Ads Creator Promotion #INV-38203",Marketing & Advertising
"Twilio Lookup Carrier Intelligence API SMS Voice API Communications SendGrid Email API Pro ₹7785,000",Software & Cloud Services
"National Car Rental Fullsize SUV Rental Total: $7516.00",Travel & Transport
"Clio Time Tracking Client Billing Portal Order #40335",Professional & Legal Services
"Ace Hardware WD-40 Multi-Use Lubricant Spray Receipt #22122",Maintenance & Repairs
"Quest Diagnostics Lipid Panel Cholesterol Screening Receipt #65003",Healthcare & Pharmacy
"CenturyLink Lumen SIP Trunking Voice Channel Business Broadband DSL Service Total: $65105.00",Telecommunications & Internet
"Costco Wholesale Kirkland Signature Paper Towels 12 Roll Purified Drinking Water 40 Bottle Case Organic Extra Virgin Olive Oil 2L Receipt #29270",Groceries & Supermarkets
"Trader Joes Mandarin Orange Chicken Frozen Order #10278",Groceries & Supermarkets
"Geico Insurance Auto Vehicle Insurance Premium Store #62588",Insurance & Financial Fees
"Safeway Supermarket Boneless Skinless Chicken Breast Fresh Strawberries 1lb Package Sparkling Water 12 Pack Cans Store #66625",Groceries & Supermarkets
"Allstate Insurance Commercial Liability Insurance Policy Property Casualty Insurance Premium Qty: 23906",Insurance & Financial Fees
"Chipotle Mexican Grill Steak Burrito Guacamole Ref#86163",Food & Dining
"Enterprise Rent-A-Car Damage Waiver Insurance Ref#58916",Travel & Transport
"Whole Foods Market Organic Whole Milk Gallon Ref#35974",Groceries & Supermarkets
"Semrush Site Audit Backlink Crawler ₹21727,000",Marketing & Advertising
"Verizon Fios Fios TV Ultimate HD Channel Package 1000Mbps Fiber Internet Service Store #46643",Telecommunications & Internet
